num,Hotel ID,Hotel Name,Hotel Rank,Hotel Address,Total Score,Vị trí,Độ sạch sẽ,Dịch vụ,Tiện nghi,Đáng giá tiền,Sự thoải mái và chất lượng phòng
950,32_20,"Chung cư 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Avis Condotel beachfront Nha Trang - Studio 5*)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
951,32_21,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Condotel Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
952,32_22,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang Managed by Aqua De Hotel)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
953,32_23,"Nhà riêng 200 m² 2 phòng ngủ, 3 phòng tắm riêng ở Vĩnh Thái (Summer Holiday House in Nha Trang)",No information,"Vĩnh Thái, Nha Trang, Việt Nam",No information,,,,,,
954,32_24,Grand Ocean Panorama Nha Trang,No information,"2 Nguyễn Minh Khai, Lộc Thọ, Nha Trang, Việt Nam, 570000","6,2","7,8","5,8","5,6","4,7","6,0",
955,32_25,"Nhà riêng 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Ans Houze 1222 oc2B)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
956,32_26,"Biệt thự 420 m² 4 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (Discount Early Booker: Ocean Villa 4BRs Pool Sauna)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
957,32_27,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Lala Seaview Homestay)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
958,32_28,"Căn hộ 51 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Xin Chào Apartment - 2 bedroom with sea view)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
959,32_29,"Chung cư 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Perfect view Beach in Central Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
960,32_30,Khu nghỉ dưỡng Cam Ranh (Resort Cam Ranh ),No information,"Lô đất số TT13, D14d, TT9b thuộc khu 4- Khu du lịchbắc bán đảo Cam Ranh, phường Cam Nghĩa, thành phố Cam Ranh, tỉnh Khánh Hòa. Căn hộ số LiA09-22,The Arena Cam Ranh., Cam Hải Đông, Nha Trang, Việt Nam, 57810","5,3","4,7","6,7","5,3","4,7","5,3",
961,33_1,"Nhà mặt đất 30 m² 5 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (AN KHANG Apartment - City/SeaView Apart(02 people))",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
962,33_2,"Chung cư 70 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Cozy apartment @6 people, three bedrooms sea view)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
963,33_3,Khánh An Hotel,No information,"14 Trần Phú, Khánh An Hotel, Vĩnh Nguyên, Nha Trang, Việt Nam",No information,,,,,,
964,33_4,Panorama Beachfront Nha Trang Condotel,No information,"02 Nguyễn Thị Minh Khai, Panorama Nha Trang Ocean View, Lộc Thọ, Nha Trang, Việt Nam, 650000","7,8","9,2","7,5","7,0","7,2","7,6",
965,33_5,Nhà riêng studio 35 m² có 1 phòng tắm riêng ở Lộc Thọ (Bay View Oceanfront Studio Kitchen 2107A| Fan-only),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
966,33_6,"Nhà mặt đất 100 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hòa (Bella house)",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
967,33_7,"Nhà riêng 64 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (La Đà homestay)",No information,"Phước Hòa, Nha Trang, Việt Nam",No information,,,,,,
968,33_8,"Chung cư 70 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Luxury apartment with three bedrooms ocean view)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
969,33_9,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Panorama Nha Trang by NiceStay)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
970,33_10,"Nhà riêng 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Trung tâm thành phố Cần Thơ (Căn hộ Gold Coast Nha Trang view biển cực đẹp)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
971,33_11,"Căn hộ 52 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Family Sea View + Free Pool at Panorama Nha Trang )",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
972,33_12,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (GREEN VACATION - 2BEDROOMS –12A06-OC1B-Seaview )",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
973,33_13,"Căn hộ 50 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Seaside Apartment Nha Trang )",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
974,33_14,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Gia đình là tất cả)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
975,33_15,"Căn hộ 60 m² 1 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Trường (Beach front condo tel)",No information,"Vĩnh Trường, Nha Trang, Việt Nam","4,3","6,0","6,0","2,0","2,0","2,0",
976,33_16,"Chung cư 65 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Apartment in Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
977,33_17,"Căn hộ 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Apartment Cam Ranh bay)",No information,"Biển Bãi Dài, Nha Trang, Việt Nam",No information,,,,,,
978,33_18,Chung cư studio 35 m² có 1 phòng tắm riêng ở Vĩnh Phước (STUDIO 3924A- THE BEST PANORAMIC NHA TRANG SEAVIEW),No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
979,33_19,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (SeaScape Panorama Greand Residences Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
980,33_20,The Arena Cam Ranh Beach Resort - Near The Airport,No information,", Cam Nghĩa The Arena Cam Ranh, Cam Hải Đông, Nha Trang, Việt Nam, 57800","7,0","8,6","8,0","7,6","7,0","7,8",
981,33_21,Khách sạn Long Hồ (Long Hồ Hotel),No information,"Nguyễn Chí Thanh Phường Cam Nghĩa, Nghĩa Cam, Thành phố Cam Ranh ( Cách sân bay Cam Ranh 3km ), Cam Ranh, Nha Trang, Việt Nam","7,6","7,7","7,6","9,1","6,8","8,1",
982,33_22,Khách Sạn Sun Kiss (Sun Kiss Hotel),No information,"100/8C-100/C9 Tran Phu Street, Vĩnh Trường, Nha Trang, Việt Nam, 650000","8,7","9,0","8,8","9,0","8,9","8,8",
983,33_23,"Căn hộ 90 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NATA2912-3br apt near the beach)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
984,33_24,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea Moon Cam Ranh Beach House)",No information,"Cam Ranh, Nha Trang, Việt Nam","6,9","8,7","6,7","7,3","8,0","6,7",
985,33_25,"Biệt thự 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Lộc Thọ (ZK Homestay 2)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
986,33_26,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Liuu Apartment Ocean view Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
987,33_27,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ nghỉ dưỡng giá rẻ)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
988,33_28,"Nhà riêng 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Partial Sea View : Two Bedroom & Washing Machine)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","9,6","10,0","10,0","10,0","8,0","10,0",
989,33_29,Hong Mai Hotel Nha Trang,No information,"Đinh Tiên Hoàng. thị trấn Cam Đức, quận Cam Lâm, Cam Đức, Nha Trang, Việt Nam","7,7","7,9","8,1","8,2","7,2","8,5",
990,33_30,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Căn hộ biển sceniabay)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
991,34_1,"Căn hộ 39 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Justin Apartment Panorama Central Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
992,34_2,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Romantic mini loft near the beach - Blue theme)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
993,34_3,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Lovely, new 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
994,34_4,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (City View | Bathtub | Paranoma),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
995,34_5,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Căn Hộ Gold Coast - Vân Anh Condotel)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
996,34_6,Căn hộ ở góc hướng biển (Seaview corner apartment),No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
997,34_7,"Căn hộ 72 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Li Beach Apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
998,34_8,"Căn hộ 75 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Alma Resort in CamRanh (Căn hộ 5 sao trong resort))",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
999,34_9,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Sea View | Bathtub ),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1000,34_10,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Happy House Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1001,34_11,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Cong Thanh Apartment - TiDi)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1002,34_12,"Căn hộ 90 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NATA2912-3br apt near the beach)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1003,34_13,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea Moon Cam Ranh Beach House)",No information,"Cam Ranh, Nha Trang, Việt Nam","6,9","8,7","6,7","7,3","8,0","6,7",
1004,34_14,"Biệt thự 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Lộc Thọ (ZK Homestay 2)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1005,34_15,Sun and Sea Mường Thanh Holidays (Sun and Sea Muong Thanh Holidays),No information,"60 Tran Phu, Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 650000","7,4","8,5","7,3","7,2","7,1","7,4",
1006,34_16,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Liuu Apartment Ocean view Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
1007,34_17,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ nghỉ dưỡng giá rẻ)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1008,34_18,"Nhà riêng 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Partial Sea View : Two Bedroom & Washing Machine)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","9,6","10,0","10,0","10,0","8,0","10,0",
1009,34_19,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Căn hộ biển sceniabay)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
1010,34_20,"Căn hộ 39 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Justin Apartment Panorama Central Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1011,34_21,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Romantic mini loft near the beach - Blue theme)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
1012,34_22,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Lovely, new 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
1013,34_23,"Căn hộ 90 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (NATA2912-3br apt near the beach)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1014,34_24,"Căn hộ 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Sea Moon Cam Ranh Beach House)",No information,"Cam Ranh, Nha Trang, Việt Nam","6,9","8,7","6,7","7,3","8,0","6,7",
1015,34_25,"Biệt thự 25 m² 1 phòng ngủ, 0 phòng tắm riêng ở Lộc Thọ (ZK Homestay 2)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1016,34_26,Sun and Sea Mường Thanh Holidays (Sun and Sea Muong Thanh Holidays),No information,"60 Tran Phu, Nha Trang, Lộc Thọ, Nha Trang, Việt Nam, 650000","7,4","8,5","7,3","7,2","7,1","7,4",
1017,34_27,"Căn hộ 36 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Liuu Apartment Ocean view Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",10,"10,0","10,0",,,"10,0",
1018,34_28,"Nhà riêng 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Căn hộ nghỉ dưỡng giá rẻ)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1019,34_29,"Nhà riêng 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Partial Sea View : Two Bedroom & Washing Machine)",No information,"Vĩnh Phước, Nha Trang, Việt Nam","9,6","10,0","10,0","10,0","8,0","10,0",
1020,34_30,"Căn hộ 45 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Căn hộ biển sceniabay)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
1021,35_1,"Căn hộ 39 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Justin Apartment Panorama Central Nha Trang)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1022,35_2,"Chung cư 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Romantic mini loft near the beach - Blue theme)",No information,"Vĩnh Hải, Nha Trang, Việt Nam",No information,,,,,,
1023,35_3,"Nhà riêng 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Hiệp (Lovely, new 2 bedroom apartment)",No information,"Vĩnh Hiệp, Nha Trang, Việt Nam",No information,,,,,,
1024,35_4,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (City View | Bathtub | Paranoma),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1025,35_5,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Căn Hộ Gold Coast - Vân Anh Condotel)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1026,35_6,Bondi Backpackers (Bondi Backpackers Nha Trang),No information,"35/91 Nguyen Thien Thuat, Lộc Thọ, Nha Trang, Việt Nam, 652080","8,2","8,8","8,2","8,1","7,9","8,3",
1027,35_7,Căn hộ ở góc hướng biển (Seaview corner apartment),No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1028,35_8,"Căn hộ 72 m² 3 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Li Beach Apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1029,35_9,"Căn hộ 75 m² 1 phòng ngủ, 2 phòng tắm riêng ở Biển Bãi Dài (Alma Resort in CamRanh (Căn hộ 5 sao trong resort))",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1030,35_10,Căn hộ studio 40 m² có 1 phòng tắm riêng ở Lộc Thọ (Sea View | Bathtub ),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1031,35_11,"Căn hộ 35 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Happy House Cam Ranh)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1032,35_12,"Chung cư 40 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Phước (Cong Thanh Apartment - TiDi)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1033,35_13,"Nhà riêng 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Apartment Sea View Full Option)",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
1034,35_14,"Căn hộ 71 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Bống apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1035,35_15,"Căn hộ 37 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Rosy Apartment)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1036,35_16,Khách Sạn Ruby (Ruby Hotel),No information,"14 Trần Phú - Vĩnh Nguyên - Tp Nha Trang, Vĩnh Trường, Nha Trang, Việt Nam, 650000","8,0","8,7","8,2","8,3","8,1","8,3",
1037,35_17,"Chung cư 92 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Sea view house)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1038,35_18,"Chung cư 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (Căn hộ mini nội thất VIP)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1039,35_19,"Nhà riêng 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Apartment Beachfront Nha Trang)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1040,35_20,"Nhà riêng 270 m² 4 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (Fisherman's village)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
1041,35_21,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vạn Thắng (House Of Melody)",No information,"Vạn Thắng, Nha Trang, Việt Nam",No information,,,,,,
1042,35_22,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Xương Huân (SKYLINE SERVICED APARTMENTS (1510- 1512))",No information,"Xương Huân, Nha Trang, Việt Nam",No information,,,,,,
1043,35_23,Chung cư studio 50 m² có 1 phòng tắm riêng ở Lộc Thọ (City Center -Studio Apartment Ocean View),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1044,35_24,"Chung cư 27 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (An Khang Apartment - Mountain View(27m2-02 paxs))",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
1045,35_25,"Nhà riêng 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phước Tiến (JOIE HOME - A vibrant full house with 2 bedrooms)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1046,35_26,Khách sạn Galliot (Galliot Hotel Nha Trang),No information,"61A Nguyen Thien Thuat Street, Lộc Thọ, Nha Trang, Việt Nam","8,4","8,6","8,6","8,5","7,9","8,5","8,6"
1047,35_27,"Chung cư 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach View 3 Condominum Comfortzone(12a))",No information,"Vĩnh Phước, Nha Trang, Việt Nam","7,2","5,0","6,0","10,0","9,0","6,0",
1048,35_28,"Căn hộ 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Ocean view muong thanh vien trieu apartment)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1049,35_29,"Căn hộ 68 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Muong Thanh Vien Trieu Luxury Nha Trang)",No information,"Vĩnh Phước, Nha Trang, Việt Nam",No information,,,,,,
1050,35_30,Khách sạn Vân Nam Nha Trang (Van Nam Hotel Nha Trang),No information,"32/1 Hùng Vương, Lộc Thọ, Nha Trang, Việt Nam","7,7","8,4","7,6","7,9","7,1","7,9","9,0"
1051,36_1,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The @Empyrean Đẹp View Biển)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1052,36_2,"Căn hộ 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (LIA 05-15)",No information,"Cam Ranh, Nha Trang, Việt Nam","4,4","4,0","2,0",,,"4,0",
1053,36_3,Chung cư studio 43 m² có 1 phòng tắm riêng ở Vĩnh Hòa (B15B05 Scenia Bay Apartment Nha Trang),No information,"Vĩnh Hòa, Nha Trang, Việt Nam","2,0",,"2,0","2,0",,,
1054,36_4,Nha Trang Alpha,No information,"51/19/40 Tuệ Tĩnh, Street, Ward, Nha Trang, Khánh Hòa, NHa Trang, Khánh Hòa, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
1055,36_5,Mường Thanh Viễn Triều - Thái Hà Nha Trang,No information,"03 Phạm Văn Đồng, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
1056,36_6,Khu Du Lịch Hòn Ông (Whale Island Resort),No information,"Thôn Đầm Môn, Xã Vạn Thạnh, Huyện Vạn Ninh, Khánh Hòa ( Bắc vịnh Vân Phong), Vịnh Vân Phong, Nha Trang, Việt Nam","8,3","9,0","8,5","8,7","7,7","8,2","7,2"
1057,36_7,"Nhà riêng 270 m² 4 phòng ngủ, 4 phòng tắm riêng ở Vĩnh Trường (Fisherman's village)",No information,"Vĩnh Trường, Nha Trang, Việt Nam",No information,,,,,,
1058,36_8,"Căn hộ 80 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vạn Thắng (House Of Melody)",No information,"Vạn Thắng, Nha Trang, Việt Nam",No information,,,,,,
1059,36_9,Chung cư studio 50 m² có 1 phòng tắm riêng ở Lộc Thọ (City Center -Studio Apartment Ocean View),No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1060,36_10,"Chung cư 27 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hòa (An Khang Apartment - Mountain View(27m2-02 paxs))",No information,"Vĩnh Hòa, Nha Trang, Việt Nam",No information,,,,,,
1061,36_11,"Nhà riêng 75 m² 2 phòng ngủ, 2 phòng tắm riêng ở Phước Tiến (JOIE HOME - A vibrant full house with 2 bedrooms)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1062,36_12,"Chung cư 72 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (Beach View 3 Condominum Comfortzone(12a))",No information,"Vĩnh Phước, Nha Trang, Việt Nam","7,2","5,0","6,0","10,0","9,0","6,0",
1063,36_13,Căn hộ HighSea Nha Trang (HighSea Nha Trang Apartments),No information,"tòa nhà Mường Thanh Viễn Triều, số 3 Phạm Văn Đồng, thành phố Nha Trang, Vĩnh Phước, Nha Trang, Việt Nam, 650000","8,1","8,7","7,7","8,4","7,8","8,4",
1064,36_14,Khách sạn Vân Nam Nha Trang (Van Nam Hotel Nha Trang),No information,"32/1 Hùng Vương, Lộc Thọ, Nha Trang, Việt Nam","7,7","8,4","7,6","7,9","7,1","7,9","9,0"
1065,36_15,"Nhà riêng 48 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (The @Empyrean Đẹp View Biển)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1066,36_16,"Căn hộ 33 m² 1 phòng ngủ, 1 phòng tắm riêng ở Cam Ranh (LIA 05-15)",No information,"Cam Ranh, Nha Trang, Việt Nam","4,4","4,0","2,0",,,"4,0",
1067,36_17,Chung cư studio 43 m² có 1 phòng tắm riêng ở Vĩnh Hòa (B15B05 Scenia Bay Apartment Nha Trang),No information,"Vĩnh Hòa, Nha Trang, Việt Nam","2,0",,"2,0","2,0",,,
1068,36_18,Nha Trang Alpha,No information,"51/19/40 Tuệ Tĩnh, Street, Ward, Nha Trang, Khánh Hòa, NHa Trang, Khánh Hòa, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
1069,36_19,Mường Thanh Viễn Triều - Thái Hà Nha Trang,No information,"03 Phạm Văn Đồng, Lộc Thọ, Nha Trang, Việt Nam, 650000",No information,,,,,,
1070,36_20,"Căn hộ 50 m² 2 phòng ngủ, 1 phòng tắm riêng ở Lộc Thọ (The Moonlight Apm : Căn Hộ Mường Thanh 60 Trần Phú)",No information,"Lộc Thọ, Nha Trang, Việt Nam",No information,,,,,,
1071,36_21,"Căn hộ 100 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (Arena Premium Beach Front King/Twin Bedroom)",No information,"Cam Hải Đông, Nha Trang, Việt Nam",No information,,,,,,
1072,36_22,"Căn hộ 60 m² 2 phòng ngủ, 2 phòng tắm riêng ở Tân Lập (Nha Trang HUD Building Apartment)",No information,"Tân Lập, Nha Trang, Việt Nam",No information,,,,,,
1073,36_23,Khách sạn Nalicas (Nalicas Hotel),No information,"98B/12 Trần Phú, Lộc Thọ, Nha Trang, Việt Nam, 57000","8,6","8,6","8,8","8,9","8,5","8,7",
1074,36_24,"Nhà mặt đất 30 m² 1 phòng ngủ, 1 phòng tắm riêng ở Xương Huân (Palm City Luxury Stay)",No information,"Xương Huân, Nha Trang, Việt Nam","9,6","10,0","10,0","10,0","8,0","10,0",
